Unique ID,Category,Start Location,End Location,Reporting Location,Train Operating Company
16661,Station,,,Clapham Common,Northern
23465,Station,,,Clapham Common,Northern
27855,Station,,,Clapham Common,Northern
31305,On Train ,,,Clapham Common,Northern
31306,On Train ,,,Clapham Common,Northern
39817,Station,,,Clapham Common,Northern
39818,Station,,,Clapham Common,Northern
49267,Station,,,Clapham Common,Northern
53029,On Train ,,,Clapham Common,Northern
57767,On Train ,,,Clapham Common,Northern
72679,Station,,,Clapham Common,Northern
72680,Station,,,Clapham Common,Northern
83469,Station,,,Clapham Common,Northern
87438,On Train ,,,Clapham Common,Northern
87439,Station,,,Clapham Common,Northern
98327,Station,,,Clapham Common,Northern
108549,On Train ,,,Clapham Common,Northern
108550,Station,,,Clapham Common,Northern
108551,Station,,,Clapham Common,Northern
109598,Station,,,Clapham Common,Northern
113802,Station,,,Clapham Common,Northern
114939,Station,,,Clapham Common,Northern
119607,Station,,,Clapham Common,Northern
120905,On Train ,,,Clapham Common,Northern
120906,Station,,,Clapham Common,Northern
125503,Station,,,Clapham Common,Northern
126671,Station,,,Clapham Common,Northern
131656,Station,,,Clapham Common,Northern
132940,On Train ,,,Clapham Common,Northern
132941,On Train ,,,Clapham Common,Northern
137679,On Train ,,,Clapham Common,Northern
138847,On Train ,,,Clapham Common,Northern
149959,Station,,,Clapham Common,Northern
150477,On Train ,,,Clapham Common,Northern
151670,Station,,,Clapham Common,Northern
164387,Station,,,Clapham Common,Northern
164388,Station,,,Clapham Common,Northern
164389,Station,,,Clapham Common,Northern
164390,Station,,,Clapham Common,Northern
170027,On Train ,,,Clapham Common,Northern
170028,On Train ,,,Clapham Common,Northern
170029,Station,,,Clapham Common,Northern
170030,Station,,,Clapham Common,Northern
170031,Station,,,Clapham Common,Northern
182296,Station,,,Clapham Common,Northern
35573,On Train ,Angel,Clapham North,Clapham North,Northern
119612,On Train ,Balham,Clapham North,Clapham North,Northern
57773,On Train ,Charing Cross,Clapham North,Clapham North,Northern
57774,On Train ,Charing Cross,Clapham North,Clapham North,Northern
108554,On Train ,Clapham Common,Clapham North,Clapham North,Northern
149960,On Train ,Clapham Common,Clapham North,Clapham North,Northern
170034,On Train ,Clapham Common,Clapham North,Clapham North,Northern
176554,On Train ,Clapham Common,Clapham North,Clapham North,Northern
87444,Station,Clapham North,Clapham North,Clapham North,Northern
99502,Station,Clapham North,Clapham North,Clapham North,Northern
131659,Station,Clapham North,Clapham North,Clapham North,Northern
150479,On Train ,Clapham North,Clapham North,Clapham North,Northern
119611,On Train ,Clapham South,Clapham North,Clapham North,Northern
108553,On Train ,Ealing Broadway,Clapham North,Clapham North,Northern
27308,On Train ,Fulham Broadway,Clapham North,Clapham North,Northern
98331,On Train ,Kennington,Clapham North,Clapham North,Northern
131658,On Train ,Kennington,Clapham North,Clapham North,Northern
52388,On Train ,London Bridge,Clapham North,Clapham North,Northern
145382,On Train ,London Bridge,Clapham North,Clapham North,Northern
109603,On Train ,Morden,Clapham North,Clapham North,Northern
109604,On Train ,Morden,Clapham North,Clapham North,Northern
88274,On Train ,Old Street,Clapham North,Clapham North,Northern
44976,On Train ,Oval,Clapham North,Clapham North,Northern
88273,On Train ,Oval,Clapham North,Clapham North,Northern
120915,On Train ,Oval,Clapham North,Clapham North,Northern
183005,On Train ,Oxford Circus,Clapham North,Clapham North,Northern
44250,On Train ,Stockwell,Clapham North,Clapham North,Northern
109602,On Train ,Stockwell,Clapham North,Clapham North,Northern
125506,On Train ,Stockwell,Clapham North,Clapham North,Northern
176555,On Train ,Stockwell,Clapham North,Clapham North,Northern
23466,On Train ,Tottenham Court Road,Clapham North,Clapham North,Northern
82390,On Train ,Tottenham Court Road,Clapham North,Clapham North,Northern
92670,On Train ,Tottenham Court Road,Clapham North,Clapham North,Northern
183004,On Train ,Tottenham Court Road,Clapham North,Clapham North,Northern
163170,On Train ,Vauxhall,Clapham North,Clapham North,Northern
66513,On Train ,Waterloo,Clapham North,Clapham North,Northern
119613,On Train ,,Clapham North,Clapham North,Northern
137683,On Train ,,Clapham North,Clapham North,Northern
163171,On Train ,,Clapham North,Clapham North,Northern
20229,On Train ,Stockwell,,Clapham North,Northern
83474,On Train ,Stockwell,,Clapham North,Northern
2512,Station,,,Clapham North,Northern
31932,Station,,,Clapham North,Northern
31933,Station,,,Clapham North,Northern
40864,On Train ,,,Clapham North,Northern
43974,On Train ,,,Clapham North,Northern
53034,Station,,,Clapham North,Northern
83475,Station,,,Clapham North,Northern
88275,Station,,,Clapham North,Northern
88276,Station,,,Clapham North,Northern
93672,Station,,,Clapham North,Northern
108555,On Train ,,,Clapham North,Northern
108556,Station,,,Clapham North,Northern
113804,On Train ,,,Clapham North,Northern
119614,Station,,,Clapham North,Northern
137095,On Train ,,,Clapham North,Northern
138856,Station,,,Clapham North,Northern
144105,On Train ,,,Clapham North,Northern
144106,On Train ,,,Clapham North,Northern
144107,Station,,,Clapham North,Northern
144108,Station,,,Clapham North,Northern
145383,Station,,,Clapham North,Northern
151681,Station,,,Clapham North,Northern
151682,Station,,,Clapham North,Northern
163172,On Train ,,,Clapham North,Northern
176556,On Train ,,,Clapham North,Northern
176557,Station,,,Clapham North,Northern
16669,On Train ,Balham,Clapham South,Clapham South,Northern
108559,On Train ,Balham,Clapham South,Clapham South,Northern
119068,On Train ,Balham,Clapham South,Clapham South,Northern
119615,On Train ,Bank,Clapham South,Clapham South,Northern
163173,On Train ,Bank,Clapham South,Clapham South,Northern
170035,On Train ,Bank,Clapham South,Clapham South,Northern
92671,On Train ,Bounds Green,Clapham South,Clapham South,Northern
76559,On Train ,Camden Town,Clapham South,Clapham South,Northern
183006,On Train ,Camden Town,Clapham South,Clapham South,Northern
103646,On Train ,Canary Wharf,Clapham South,Clapham South,Northern
113805,On Train ,Clapham Common,Clapham South,Clapham South,Northern
156705,On Train ,Clapham Common,Clapham South,Clapham South,Northern
20230,On Train ,Clapham North,Clapham South,Clapham South,Northern
108558,On Train ,Colliers Wood,Clapham South,Clapham South,Northern
92672,On Train ,Earl's Court,Clapham South,Clapham South,Northern
108560,On Train ,Green Park,Clapham South,Clapham South,Northern
144109,On Train ,Green Park,Clapham South,Clapham South,Northern
156704,On Train ,King's Cross St. Pancras,Clapham South,Clapham South,Northern
125507,On Train ,Leicester Square,Clapham South,Clapham South,Northern
131660,On Train ,Leicester Square,Clapham South,Clapham South,Northern
131661,On Train ,Leicester Square,Clapham South,Clapham South,Northern
93673,On Train ,Moorgate,Clapham South,Clapham South,Northern
182297,On Train ,Morden,Clapham South,Clapham South,Northern
108557,On Train ,Oxford Circus,Clapham South,Clapham South,Northern
66514,On Train ,Seven Sisters,Clapham South,Clapham South,Northern
56828,On Train ,Stockwell,Clapham South,Clapham South,Northern
104660,On Train ,Stockwell,Clapham South,Clapham South,Northern
125508,On Train ,Stockwell,Clapham South,Clapham South,Northern
145384,On Train ,Stockwell,Clapham South,Clapham South,Northern
164399,On Train ,Tooting Bec,Clapham South,Clapham South,Northern
144110,On Train ,Tottenham Court Road,Clapham South,Clapham South,Northern
98332,On Train ,Vauxhall,Clapham South,Clapham South,Northern
92334,On Train ,Stockwell,,Clapham South,Northern
7239,Station,,,Clapham South,Northern
13226,Station,,,Clapham South,Northern
16196,Station,,,Clapham South,Northern
19703,On Train ,,,Clapham South,Northern
20231,On Train ,,,Clapham South,Northern
27858,Station,,,Clapham South,Northern
49278,On Train ,,,Clapham South,Northern
53035,On Train ,,,Clapham South,Northern
66515,On Train ,,,Clapham South,Northern
66516,On Train ,,,Clapham South,Northern
72682,Station,,,Clapham South,Northern
77502,On Train ,,,Clapham South,Northern
77503,Station,,,Clapham South,Northern
77504,Station,,,Clapham South,Northern
93674,Station,,,Clapham South,Northern
119069,On Train ,,,Clapham South,Northern
132948,On Train ,,,Clapham South,Northern
145385,On Train ,,,Clapham South,Northern
157783,On Train ,,,Clapham South,Northern
157784,Station,,,Clapham South,Northern
164400,On Train ,,,Clapham South,Northern
182298,Station,,,Clapham South,Northern
184321,On Train ,,,Clapham South,Northern
31936,On Train ,Arnos Grove,Cockfosters,Cockfosters,Piccadilly
163174,On Train ,Barons Court,Cockfosters,Cockfosters,Piccadilly
150480,On Train ,Bond Street,Cockfosters,Cockfosters,Piccadilly
163175,On Train ,Cockfosters,Cockfosters,Cockfosters,Piccadilly
113808,On Train ,Covent Garden,Cockfosters,Cockfosters,Piccadilly
119616,On Train ,Finsbury Park,Cockfosters,Cockfosters,Piccadilly
36284,On Train ,Gloucester Road,Cockfosters,Cockfosters,Piccadilly
56830,On Train ,Gloucester Road,Cockfosters,Cockfosters,Piccadilly
82391,On Train ,Green Park,Cockfosters,Cockfosters,Piccadilly
113807,On Train ,Green Park,Cockfosters,Cockfosters,Piccadilly
113809,On Train ,Green Park,Cockfosters,Cockfosters,Piccadilly
156706,On Train ,Green Park,Cockfosters,Cockfosters,Piccadilly
156707,On Train ,Green Park,Cockfosters,Cockfosters,Piccadilly
83479,On Train ,Hammersmith (Dist&Picc Line),Cockfosters,Cockfosters,Piccadilly
125511,On Train ,Hammersmith (Dist&Picc Line),Cockfosters,Cockfosters,Piccadilly
144112,On Train ,Hammersmith (Dist&Picc Line),Cockfosters,Cockfosters,Piccadilly
163177,On Train ,Hammersmith (Dist&Picc Line),Cockfosters,Cockfosters,Piccadilly
170039,Station,Highbury & Islington,Cockfosters,Cockfosters,Piccadilly
163176,On Train ,King's Cross St. Pancras,Cockfosters,Cockfosters,Piccadilly
92673,On Train ,Knightsbridge,Cockfosters,Cockfosters,Piccadilly
62343,On Train ,Leicester Square,Cockfosters,Cockfosters,Piccadilly
87445,On Train ,Leicester Square,Cockfosters,Cockfosters,Piccadilly
113806,On Train ,Leicester Square,Cockfosters,Cockfosters,Piccadilly
119617,On Train ,Leicester Square,Cockfosters,Cockfosters,Piccadilly
144111,On Train ,Leicester Square,Cockfosters,Cockfosters,Piccadilly
177981,On Train ,Leicester Square,Cockfosters,Cockfosters,Piccadilly
108094,On Train ,Oakwood,Cockfosters,Cockfosters,Piccadilly
176558,On Train ,Oxford Circus,Cockfosters,Cockfosters,Piccadilly
82392,On Train ,Piccadilly Circus,Cockfosters,Cockfosters,Piccadilly
103647,On Train ,Piccadilly Circus,Cockfosters,Cockfosters,Piccadilly
125510,On Train ,Piccadilly Circus,Cockfosters,Cockfosters,Piccadilly
131662,On Train ,Piccadilly Circus,Cockfosters,Cockfosters,Piccadilly
170036,On Train ,Piccadilly Circus,Cockfosters,Cockfosters,Piccadilly
170037,On Train ,Piccadilly Circus,Cockfosters,Cockfosters,Piccadilly
176559,On Train ,Piccadilly Circus,Cockfosters,Cockfosters,Piccadilly
176560,On Train ,South Kensington,Cockfosters,Cockfosters,Piccadilly
56831,On Train ,Sudbury Town,Cockfosters,Cockfosters,Piccadilly
170038,On Train ,Uxbridge,Cockfosters,Cockfosters,Piccadilly
177982,On Train ,Wood Green,Cockfosters,Cockfosters,Piccadilly
82393,On Train ,Park Royal,,Cockfosters,Piccadilly
108562,On Train ,Piccadilly Circus,,Cockfosters,Piccadilly
2514,Station,,,Cockfosters,Piccadilly
2515,Station,,,Cockfosters,Piccadilly
2516,Station,,,Cockfosters,Piccadilly
20234,On Train ,,,Cockfosters,Piccadilly
27309,Station,,,Cockfosters,Piccadilly
31937,On Train ,,,Cockfosters,Piccadilly
62344,Station,,,Cockfosters,Piccadilly
66517,Station,,,Cockfosters,Piccadilly
108095,Station,,,Cockfosters,Piccadilly
108096,Station,,,Cockfosters,Piccadilly
108097,Station,,,Cockfosters,Piccadilly
125512,On Train ,,,Cockfosters,Piccadilly
125513,Station,,,Cockfosters,Piccadilly
131663,On Train ,,,Cockfosters,Piccadilly
144113,Station,,,Cockfosters,Piccadilly
145388,Station,,,Cockfosters,Piccadilly
151688,On Train ,,,Cockfosters,Piccadilly
156708,Station,,,Cockfosters,Piccadilly
157789,Station,,,Cockfosters,Piccadilly
162550,Station,,,Cockfosters,Piccadilly
164402,Station,,,Cockfosters,Piccadilly
171462,Station,,,Cockfosters,Piccadilly
176561,On Train ,,,Cockfosters,Piccadilly
176562,Station,,,Cockfosters,Piccadilly
108563,On Train ,Balham,Colindale,Colindale,Northern
149961,On Train ,Brent Cross,Colindale,Colindale,Northern
182300,On Train ,Clapham North,Colindale,Colindale,Northern
104664,On Train ,Edgware,Colindale,Colindale,Northern
138863,On Train ,Edgware,Colindale,Colindale,Northern
138864,On Train ,Edgware,Colindale,Colindale,Northern
13229,On Train ,Elephant & Castle,Colindale,Colindale,Northern
170040,On Train ,Embankment,Colindale,Colindale,Northern
67448,On Train ,Euston,Colindale,Colindale,Northern
113811,On Train ,Euston,Colindale,Colindale,Northern
113812,On Train ,Golders Green,Colindale,Colindale,Northern
144114,On Train ,Golders Green,Colindale,Colindale,Northern
183008,On Train ,Golders Green,Colindale,Colindale,Northern
66519,On Train ,Goodge Street,Colindale,Colindale,Northern
98333,On Train ,Leicester Square,Colindale,Colindale,Northern
150483,On Train ,Leicester Square,Colindale,Colindale,Northern
156709,On Train ,Leicester Square,Colindale,Colindale,Northern
163178,On Train ,Leicester Square,Colindale,Colindale,Northern
163179,On Train ,Leicester Square,Colindale,Colindale,Northern
103649,On Train ,Moorgate,Colindale,Colindale,Northern
176564,On Train ,Mornington Crescent,Colindale,Colindale,Northern
137685,On Train ,Oxford Circus,Colindale,Colindale,Northern
150482,On Train ,Tooting Broadway,Colindale,Colindale,Northern
48547,On Train ,Tottenham Court Road,Colindale,Colindale,Northern
156710,On Train ,Tottenham Court Road,Colindale,Colindale,Northern
157800,On Train ,Warren Street,Colindale,Colindale,Northern
62346,On Train ,Brent Cross,,Colindale,Northern
97965,On Train ,Burnt Oak,,Colindale,Northern
97966,On Train ,Burnt Oak,,Colindale,Northern
97967,On Train ,Burnt Oak,,Colindale,Northern
99507,On Train ,Burnt Oak,,Colindale,Northern
23292,Station,,,Colindale,Northern
40875,Station,,,Colindale,Northern
48548,Station,,,Colindale,Northern
52392,On Train ,,,Colindale,Northern
52393,Station,,,Colindale,Northern
53046,Station,,,Colindale,Northern
57779,Station,,,Colindale,Northern
66520,Station,,,Colindale,Northern
67449,Station,,,Colindale,Northern
72695,Station,,,Colindale,Northern
72696,Station,,,Colindale,Northern
88281,Station,,,Colindale,Northern
98334,On Train ,,,Colindale,Northern
99508,Station,,,Colindale,Northern
103650,On Train ,,,Colindale,Northern
104665,Station,,,Colindale,Northern
109609,Station,,,Colindale,Northern
113813,On Train ,,,Colindale,Northern
114950,Station,,,Colindale,Northern
114951,Station,,,Colindale,Northern
119618,Station,,,Colindale,Northern
119619,Station,,,Colindale,Northern
120922,On Train ,,,Colindale,Northern
126687,On Train ,,,Colindale,Northern
131665,Station,,,Colindale,Northern
138865,Station,,,Colindale,Northern
144115,On Train ,,,Colindale,Northern
144116,On Train ,,,Colindale,Northern
150484,Station,,,Colindale,Northern
156199,Station,,,Colindale,Northern
156711,On Train ,,,Colindale,Northern
156712,Station,,,Colindale,Northern
163180,Station,,,Colindale,Northern
164411,Station,,,Colindale,Northern
164412,Station,,,Colindale,Northern
169313,Station,,,Colindale,Northern
169314,Station,,,Colindale,Northern
175960,On Train ,,,Colindale,Northern
177984,Station,,,Colindale,Northern
183009,On Train ,,,Colindale,Northern
82398,On Train ,Charing Cross,Colliers Wood,Colliers Wood,Northern
103651,On Train ,Charing Cross,Colliers Wood,Colliers Wood,Northern
150486,On Train ,Clapham Common,Colliers Wood,Colliers Wood,Northern
49283,On Train ,Colliers Wood,Colliers Wood,Colliers Wood,Northern
113814,On Train ,Colliers Wood,Colliers Wood,Colliers Wood,Northern
72697,On Train ,Euston,Colliers Wood,Colliers Wood,Northern
125514,On Train ,Euston,Colliers Wood,Colliers Wood,Northern
183010,On Train ,High Barnet,Colliers Wood,Colliers Wood,Northern
108564,Station,Kennington,Colliers Wood,Colliers Wood,Northern
144117,On Train ,Leicester Square,Colliers Wood,Colliers Wood,Northern
170041,On Train ,Leicester Square,Colliers Wood,Colliers Wood,Northern
183011,On Train ,Leicester Square,Colliers Wood,Colliers Wood,Northern
93677,On Train ,Morden,Colliers Wood,Colliers Wood,Northern
119070,On Train ,Morden,Colliers Wood,Colliers Wood,Northern
150485,On Train ,Mornington Crescent,Colliers Wood,Colliers Wood,Northern
131668,On Train ,Oval,Colliers Wood,Colliers Wood,Northern
114952,On Train ,South Wimbledon,Colliers Wood,Colliers Wood,Northern
176565,On Train ,Stockwell,Colliers Wood,Colliers Wood,Northern
13230,On Train ,Tooting Bec,Colliers Wood,Colliers Wood,Northern
131666,On Train ,Tooting Broadway,Colliers Wood,Colliers Wood,Northern
138866,On Train ,Tooting Broadway,Colliers Wood,Colliers Wood,Northern
176566,On Train ,Tooting Broadway,Colliers Wood,Colliers Wood,Northern
176567,On Train ,Tooting Broadway,Colliers Wood,Colliers Wood,Northern
131667,On Train ,Tottenham Court Road,Colliers Wood,Colliers Wood,Northern
145392,On Train ,Waterloo,Colliers Wood,Colliers Wood,Northern
27311,On Train ,,Colliers Wood,Colliers Wood,Northern
125515,On Train ,,Colliers Wood,Colliers Wood,Northern
2519,Station,,,Colliers Wood,Northern
16197,Station,,,Colliers Wood,Northern
16678,Station,,,Colliers Wood,Northern
