Unique ID,Category,Start Location,End Location,Reporting Location,Train Operating Company
156682,On Train ,,,Canary Wharf,Jubilee
156683,On Train ,,,Canary Wharf,Jubilee
156684,Station,,,Canary Wharf,Jubilee
156685,Station,,,Canary Wharf,Jubilee
157721,On Train ,,,Canary Wharf,Jubilee
157722,Station,,,Canary Wharf,Jubilee
157723,Station,,,Canary Wharf,Jubilee
164325,Station,,,Canary Wharf,Jubilee
169305,On Train ,,,Canary Wharf,Jubilee
171406,Station,,,Canary Wharf,Jubilee
171407,Station,,,Canary Wharf,Jubilee
176526,On Train ,,,Canary Wharf,Jubilee
176527,Station,,,Canary Wharf,Jubilee
177911,On Train ,,,Canary Wharf,Jubilee
182981,Station,,,Canary Wharf,Jubilee
184264,Station,,,Canary Wharf,Jubilee
9544,On Train ,Baker Street,Canning Town,Canning Town,Jubilee
71790,On Train ,Baker Street,Canning Town,Canning Town,Jubilee
126624,On Train ,Baker Street,Canning Town,Canning Town,Jubilee
2113,On Train ,Barking,Canning Town,Canning Town,Jubilee
137652,On Train ,Bermondsey,Canning Town,Canning Town,Jubilee
144083,On Train ,Bermondsey,Canning Town,Canning Town,Jubilee
169999,On Train ,Bermondsey,Canning Town,Canning Town,Jubilee
31301,On Train ,Bond Street,Canning Town,Canning Town,Jubilee
44237,On Train ,Bond Street,Canning Town,Canning Town,Jubilee
76538,On Train ,Bond Street,Canning Town,Canning Town,Jubilee
164326,On Train ,Bond Street,Canning Town,Canning Town,Jubilee
182983,On Train ,Camden Town,Canning Town,Canning Town,Jubilee
66185,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
113787,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
119584,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
119585,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
131630,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
138801,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
176529,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
182984,On Train ,Canada Water,Canning Town,Canning Town,Jubilee
113788,On Train ,Canary Wharf,Canning Town,Canning Town,Jubilee
120845,On Train ,Canary Wharf,Canning Town,Canning Town,Jubilee
126625,Station,Canary Wharf,Canning Town,Canning Town,Jubilee
137649,On Train ,Canary Wharf,Canning Town,Canning Town,Jubilee
156687,On Train ,Canary Wharf,Canning Town,Canning Town,Jubilee
176528,On Train ,Canary Wharf,Canning Town,Canning Town,Jubilee
82371,Station,Canning Town,Canning Town,Canning Town,Jubilee
92325,Station,Canning Town,Canning Town,Canning Town,Jubilee
182982,On Train ,East Ham,Canning Town,Canning Town,Jubilee
20184,On Train ,Green Park,Canning Town,Canning Town,Jubilee
52380,On Train ,Green Park,Canning Town,Canning Town,Jubilee
72627,On Train ,Green Park,Canning Town,Canning Town,Jubilee
108538,Station,Green Park,Canning Town,Canning Town,Jubilee
125484,On Train ,Green Park,Canning Town,Canning Town,Jubilee
92658,On Train ,Hyde Park Corner,Canning Town,Canning Town,Jubilee
82370,On Train ,London Bridge,Canning Town,Canning Town,Jubilee
137647,On Train ,London Bridge,Canning Town,Canning Town,Jubilee
144084,On Train ,London Bridge,Canning Town,Canning Town,Jubilee
163149,On Train ,London Bridge,Canning Town,Canning Town,Jubilee
40812,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
52379,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
119582,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
119583,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
126622,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
131631,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
137651,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
144082,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
144085,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
150464,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
156686,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
157724,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
169997,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
170000,On Train ,North Greenwich,Canning Town,Canning Town,Jubilee
113789,On Train ,Regent's Park,Canning Town,Canning Town,Jubilee
103629,On Train ,Sloane Square,Canning Town,Canning Town,Jubilee
31874,On Train ,Southwark,Canning Town,Canning Town,Jubilee
131628,On Train ,Southwark,Canning Town,Canning Town,Jubilee
57703,On Train ,Stratford,Canning Town,Canning Town,Jubilee
108089,On Train ,Stratford,Canning Town,Canning Town,Jubilee
119586,On Train ,Stratford,Canning Town,Canning Town,Jubilee
23959,On Train ,Stratford,Canning Town,Canning Town,Jubilee
31875,On Train ,Stratford,Canning Town,Canning Town,Jubilee
49213,On Train ,Stratford,Canning Town,Canning Town,Jubilee
49214,On Train ,Stratford,Canning Town,Canning Town,Jubilee
67394,On Train ,Stratford,Canning Town,Canning Town,Jubilee
71791,On Train ,Stratford,Canning Town,Canning Town,Jubilee
36233,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
40100,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
83426,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
83427,Station,Waterloo,Canning Town,Canning Town,Jubilee
103628,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
113786,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
137650,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
144086,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
163151,On Train ,Waterloo,Canning Town,Canning Town,Jubilee
23459,On Train ,Wembley Park,Canning Town,Canning Town,Jubilee
62275,On Train ,West Ham,Canning Town,Canning Town,Jubilee
169998,On Train ,West Ham,Canning Town,Canning Town,Jubilee
36232,On Train ,Westminster,Canning Town,Canning Town,Jubilee
119587,On Train ,Westminster,Canning Town,Canning Town,Jubilee
71792,On Train ,,Canning Town,Canning Town,Jubilee
99456,Station,,Canning Town,Canning Town,Jubilee
9975,Station,,Canning Town,Canning Town,Jubilee
9976,Station,,Canning Town,Canning Town,Jubilee
48539,Station,,Canning Town,Canning Town,Jubilee
137654,On Train ,,Canning Town,Canning Town,Jubilee
177912,On Train ,,Canning Town,Canning Town,Jubilee
71514,Station,Canning Town,,Canning Town,Jubilee
92659,On Train ,Canning Town,,Canning Town,Jubilee
48222,On Train ,Stratford,,Canning Town,Jubilee
44238,On Train ,Westminster,,Canning Town,Jubilee
2114,Station,,,Canning Town,Jubilee
2474,Station,,,Canning Town,Jubilee
4740,On Train ,,,Canning Town,Jubilee
4961,Station,,,Canning Town,Jubilee
4962,Station,,,Canning Town,Jubilee
12699,Station,,,Canning Town,Jubilee
12861,On Train ,,,Canning Town,Jubilee
13189,Station,,,Canning Town,Jubilee
13190,Station,,,Canning Town,Jubilee
16634,Station,,,Canning Town,Jubilee
19697,Station,,,Canning Town,Jubilee
20185,On Train ,,,Canning Town,Jubilee
20186,Station,,,Canning Town,Jubilee
23461,Station,,,Canning Town,Jubilee
23960,Station,,,Canning Town,Jubilee
23962,Station,,,Canning Town,Jubilee
27804,Station,,,Canning Town,Jubilee
27805,Station,,,Canning Town,Jubilee
31302,On Train ,,,Canning Town,Jubilee
31876,On Train ,,,Canning Town,Jubilee
31878,On Train ,,,Canning Town,Jubilee
36234,On Train ,,,Canning Town,Jubilee
36235,Station,,,Canning Town,Jubilee
40814,Station,,,Canning Town,Jubilee
40816,Station,,,Canning Town,Jubilee
44239,On Train ,,,Canning Town,Jubilee
44905,Station,,,Canning Town,Jubilee
44906,Station,,,Canning Town,Jubilee
44907,Station,,,Canning Town,Jubilee
48223,Station,,,Canning Town,Jubilee
48540,Station,,,Canning Town,Jubilee
48542,Station,,,Canning Town,Jubilee
49215,On Train ,,,Canning Town,Jubilee
49216,Station,,,Canning Town,Jubilee
49217,Station,,,Canning Town,Jubilee
49218,Station,,,Canning Town,Jubilee
52381,Station,,,Canning Town,Jubilee
52973,On Train ,,,Canning Town,Jubilee
52974,Station,,,Canning Town,Jubilee
56814,On Train ,,,Canning Town,Jubilee
56815,On Train ,,,Canning Town,Jubilee
57705,Station,,,Canning Town,Jubilee
61545,Station,,,Canning Town,Jubilee
66500,Station,,,Canning Town,Jubilee
67396,On Train ,,,Canning Town,Jubilee
67397,On Train ,,,Canning Town,Jubilee
67398,Station,,,Canning Town,Jubilee
67400,Station,,,Canning Town,Jubilee
67401,Station,,,Canning Town,Jubilee
71793,On Train ,,,Canning Town,Jubilee
77437,On Train ,,,Canning Town,Jubilee
77438,Station,,,Canning Town,Jubilee
83428,On Train ,,,Canning Town,Jubilee
83429,Station,,,Canning Town,Jubilee
87426,Station,,,Canning Town,Jubilee
87427,Station,,,Canning Town,Jubilee
88211,On Train ,,,Canning Town,Jubilee
88212,Station,,,Canning Town,Jubilee
88213,Station,,,Canning Town,Jubilee
88216,Station,,,Canning Town,Jubilee
88217,Station,,,Canning Town,Jubilee
88218,Station,,,Canning Town,Jubilee
88219,Station,,,Canning Town,Jubilee
92326,On Train ,,,Canning Town,Jubilee
92327,On Train ,,,Canning Town,Jubilee
92328,Station,,,Canning Town,Jubilee
92329,Station,,,Canning Town,Jubilee
92660,On Train ,,,Canning Town,Jubilee
92661,Station,,,Canning Town,Jubilee
93633,Station,,,Canning Town,Jubilee
93634,Station,,,Canning Town,Jubilee
98315,Station,,,Canning Town,Jubilee
99458,Station,,,Canning Town,Jubilee
104614,Station,,,Canning Town,Jubilee
104615,Station,,,Canning Town,Jubilee
108539,Station,,,Canning Town,Jubilee
109565,On Train ,,,Canning Town,Jubilee
109566,Station,,,Canning Town,Jubilee
113790,Station,,,Canning Town,Jubilee
114896,Station,,,Canning Town,Jubilee
114897,Station,,,Canning Town,Jubilee
119588,On Train ,,,Canning Town,Jubilee
119589,Station,,,Canning Town,Jubilee
119590,Station,,,Canning Town,Jubilee
119591,Station,,,Canning Town,Jubilee
120850,Station,,,Canning Town,Jubilee
120851,Station,,,Canning Town,Jubilee
125485,Station,,,Canning Town,Jubilee
125488,Station,,,Canning Town,Jubilee
126626,Station,,,Canning Town,Jubilee
131632,Station,,,Canning Town,Jubilee
131633,Station,,,Canning Town,Jubilee
132890,Station,,,Canning Town,Jubilee
132891,Station,,,Canning Town,Jubilee
137656,Station,,,Canning Town,Jubilee
137657,Station,,,Canning Town,Jubilee
138803,Station,,,Canning Town,Jubilee
145321,Station,,,Canning Town,Jubilee
150466,Station,,,Canning Town,Jubilee
151600,Station,,,Canning Town,Jubilee
151601,Station,,,Canning Town,Jubilee
156689,Station,,,Canning Town,Jubilee
163152,On Train ,,,Canning Town,Jubilee
164328,Station,,,Canning Town,Jubilee
164329,Station,,,Canning Town,Jubilee
170001,On Train ,,,Canning Town,Jubilee
170002,Station,,,Canning Town,Jubilee
170003,Station,,,Canning Town,Jubilee
170004,Station,,,Canning Town,Jubilee
170005,Station,,,Canning Town,Jubilee
170006,Station,,,Canning Town,Jubilee
170007,Station,,,Canning Town,Jubilee
176530,Station,,,Canning Town,Jubilee
177913,Station,,,Canning Town,Jubilee
177914,Station,,,Canning Town,Jubilee
177915,Station,,,Canning Town,Jubilee
182985,Station,,,Canning Town,Jubilee
184266,Station,,,Canning Town,Jubilee
131634,On Train ,Fulham Broadway,Cannon Street,Cannon Street,District
114899,On Train ,Monument,Cannon Street,Cannon Street,District
31879,On Train ,Sloane Square,Cannon Street,Cannon Street,District
108540,On Train ,Southfields,Cannon Street,Cannon Street,District
76540,On Train ,Tower Hill,Cannon Street,Cannon Street,District
125489,On Train ,Turnham Green,Cannon Street,Cannon Street,District
2115,On Train ,,,Cannon Street,District
48543,On Train ,,,Cannon Street,District
52975,On Train ,,,Cannon Street,District
56817,On Train ,,,Cannon Street,District
104616,Station,,,Cannon Street,District
114900,Station,,,Cannon Street,District
132892,Station,,,Cannon Street,District
138805,Station,,,Cannon Street,District
145323,Station,,,Cannon Street,District
151602,On Train ,,,Cannon Street,District
151603,On Train ,,,Cannon Street,District
151604,On Train ,,,Cannon Street,District
163154,On Train ,,,Cannon Street,District
164332,On Train ,,,Cannon Street,District
177919,On Train ,,,Cannon Street,District
76541,On Train ,Finchley Road,Canons Park,Canons Park,Jubilee
92662,On Train ,Green Park,Canons Park,Canons Park,Jubilee
150468,On Train ,Kingsbury,Canons Park,Canons Park,Jubilee
97960,On Train ,Stanmore,Canons Park,Canons Park,Jubilee
97961,On Train ,Stanmore,Canons Park,Canons Park,Jubilee
184270,On Train ,Waterloo,Canons Park,Canons Park,Jubilee
184271,On Train ,Wembley Park,Canons Park,Canons Park,Jubilee
87429,On Train ,,Canons Park,Canons Park,Jubilee
67403,Station,,,Canons Park,Jubilee
77442,Station,,,Canons Park,Jubilee
113317,Station,,,Canons Park,Jubilee
145325,Station,,,Canons Park,Jubilee
176532,On Train ,,,Canons Park,Jubilee
176533,Station,,,Canons Park,Jubilee
182988,On Train ,,,Canons Park,Jubilee
114918,Station,,,Chalfont & Latimer,Metropolitan
114919,Station,,,Chalfont & Latimer,Metropolitan
120874,Station,,,Chalfont & Latimer,Metropolitan
120875,Station,,,Chalfont & Latimer,Metropolitan
171423,Station,,,Chalfont & Latimer,Metropolitan
175958,Station,,,Chalfont & Latimer,Metropolitan
184286,Station,,,Chalfont & Latimer,Metropolitan
184287,Station,,,Chalfont & Latimer,Metropolitan
20199,On Train ,Camden Town,Chalk Farm,Chalk Farm,Northern
27825,On Train ,Camden Town,Chalk Farm,Chalk Farm,Northern
109583,On Train ,Camden Town,Chalk Farm,Chalk Farm,Northern
125495,On Train ,Clapham Common,Chalk Farm,Chalk Farm,Northern
163161,On Train ,Clapham North,Chalk Farm,Chalk Farm,Northern
16649,On Train ,Colindale,Chalk Farm,Chalk Farm,Northern
16650,On Train ,Colindale,Chalk Farm,Chalk Farm,Northern
157743,On Train ,Edgware,Chalk Farm,Chalk Farm,Northern
61552,On Train ,Golders Green,Chalk Farm,Chalk Farm,Northern
176538,On Train ,Heathrow Terminals 2 & 3,Chalk Farm,Chalk Farm,Northern
57735,On Train ,Hendon Central,Chalk Farm,Chalk Farm,Northern
16187,On Train ,King's Cross St. Pancras,Chalk Farm,Chalk Farm,Northern
31303,On Train ,King's Cross St. Pancras,Chalk Farm,Chalk Farm,Northern
56820,On Train ,Leicester Square,Chalk Farm,Chalk Farm,Northern
119593,On Train ,Leicester Square,Chalk Farm,Chalk Farm,Northern
125496,On Train ,Leicester Square,Chalk Farm,Chalk Farm,Northern
20198,On Train ,London Bridge,Chalk Farm,Chalk Farm,Northern
44241,On Train ,Tottenham Court Road,Chalk Farm,Chalk Farm,Northern
150472,On Train ,Waterloo,Chalk Farm,Chalk Farm,Northern
131640,On Train ,,Chalk Farm,Chalk Farm,Northern
2485,Station,,,Chalk Farm,Northern
6986,On Train ,,,Chalk Farm,Northern
13202,Station,,,Chalk Farm,Northern
13203,Station,,,Chalk Farm,Northern
23982,Station,,,Chalk Farm,Northern
23983,Station,,,Chalk Farm,Northern
31898,On Train ,,,Chalk Farm,Northern
31899,Station,,,Chalk Farm,Northern
49244,Station,,,Chalk Farm,Northern
76547,Station,,,Chalk Farm,Northern
77466,Station,,,Chalk Farm,Northern
83446,On Train ,,,Chalk Farm,Northern
98318,On Train ,,,Chalk Farm,Northern
108544,On Train ,,,Chalk Farm,Northern
125497,Station,,,Chalk Farm,Northern
137660,Station,,,Chalk Farm,Northern
137661,Station,,,Chalk Farm,Northern
137662,Station,,,Chalk Farm,Northern
145348,Station,,,Chalk Farm,Northern
150473,On Train ,,,Chalk Farm,Northern
163162,On Train ,,,Chalk Farm,Northern
164358,Station,,,Chalk Farm,Northern
164359,Station,,,Chalk Farm,Northern
171424,Station,,,Chalk Farm,Northern
182290,On Train ,,,Chalk Farm,Northern
48545,On Train ,Bank,Chancery Lane,Chancery Lane,Central
52383,On Train ,Bank,Chancery Lane,Chancery Lane,Central
182995,On Train ,Bank,Chancery Lane,Chancery Lane,Central
184289,On Train ,Bank,Chancery Lane,Chancery Lane,Central
44940,On Train ,Bethnal Green,Chancery Lane,Chancery Lane,Central
31900,On Train ,Bond Street,Chancery Lane,Chancery Lane,Central
82376,On Train ,Bond Street,Chancery Lane,Chancery Lane,Central
119594,On Train ,Buckhurst Hill,Chancery Lane,Chancery Lane,Central
76549,Station,Chancery Lane,Chancery Lane,Chancery Lane,Central
87432,Station,Chancery Lane,Chancery Lane,Chancery Lane,Central
132915,On Train ,Gants Hill,Chancery Lane,Chancery Lane,Central
56821,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
56822,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
66505,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
76548,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
83447,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
103635,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
157744,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
176539,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
176541,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
182991,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
182994,On Train ,Holborn,Chancery Lane,Chancery Lane,Central
62306,On Train ,Liverpool Street,Chancery Lane,Chancery Lane,Central
62307,On Train ,Liverpool Street,Chancery Lane,Chancery Lane,Central
151634,On Train ,Liverpool Street,Chancery Lane,Chancery Lane,Central
170010,On Train ,Liverpool Street,Chancery Lane,Chancery Lane,Central
83448,Station,Marble Arch,Chancery Lane,Chancery Lane,Central
71799,On Train ,Mile End,Chancery Lane,Chancery Lane,Central
103288,On Train ,Mile End,Chancery Lane,Chancery Lane,Central
44939,On Train ,Oxford Circus,Chancery Lane,Chancery Lane,Central
48544,On Train ,Oxford Circus,Chancery Lane,Chancery Lane,Central
66506,On Train ,Oxford Circus,Chancery Lane,Chancery Lane,Central
71800,On Train ,Oxford Circus,Chancery Lane,Chancery Lane,Central
87151,On Train ,Oxford Circus,Chancery Lane,Chancery Lane,Central
98319,On Train ,Oxford Circus,Chancery Lane,Chancery Lane,Central
119595,On Train ,Piccadilly Circus,Chancery Lane,Chancery Lane,Central
98320,On Train ,St. Paul's,Chancery Lane,Chancery Lane,Central
182992,On Train ,Stratford,Chancery Lane,Chancery Lane,Central
82377,On Train ,Tottenham Court Road,Chancery Lane,Chancery Lane,Central
182993,On Train ,West Finchley,Chancery Lane,Chancery Lane,Northern
176540,On Train ,White City,Chancery Lane,Chancery Lane,Central
103636,On Train ,,Chancery Lane,Chancery Lane,Central
125498,On Train ,,Chancery Lane,Chancery Lane,Central
9988,Station,,,Chancery Lane,Central
16188,Station,,,Chancery Lane,Central
23988,Station,,,Chancery Lane,Central
27828,Station,,,Chancery Lane,Central
35565,Station,,,Chancery Lane,Central
36245,On Train ,,,Chancery Lane,Central
40838,Station,,,Chancery Lane,Central
40839,Station,,,Chancery Lane,Central
48546,On Train ,,,Chancery Lane,Central
53006,On Train ,,,Chancery Lane,Central
57736,Station,,,Chancery Lane,Central
57737,Station,,,Chancery Lane,Central
61553,Station,,,Chancery Lane,Central
62308,Station,,,Chancery Lane,Central
62309,Station,,,Chancery Lane,Central
67419,Station,,,Chancery Lane,Central
71801,On Train ,,,Chancery Lane,Central
72655,Station,,,Chancery Lane,Central
82378,On Train ,,,Chancery Lane,Central
87433,On Train ,,,Chancery Lane,Central
87434,On Train ,,,Chancery Lane,Central
87435,Station,,,Chancery Lane,Central
108545,On Train ,,,Chancery Lane,Central
108546,Station,,,Chancery Lane,Central
113794,On Train ,,,Chancery Lane,Central
114920,On Train ,,,Chancery Lane,Central
132916,On Train ,,,Chancery Lane,Central
137083,Station,,,Chancery Lane,Central
137663,On Train ,,,Chancery Lane,Central
170011,On Train ,,,Chancery Lane,Central
171425,On Train ,,,Chancery Lane,Central
176542,Station,,,Chancery Lane,Central
177947,Station,,,Chancery Lane,Central
119598,On Train ,Baker Street,Charing Cross,Charing Cross,Bakerloo
40103,On Train ,Camden Town,Charing Cross,Charing Cross,Northern
137664,On Train ,Clapham South,Charing Cross,Charing Cross,Northern
131643,On Train ,Colliers Wood,Charing Cross,Charing Cross,Northern
31901,On Train ,Edgware,Charing Cross,Charing Cross,Bakerloo
4608,On Train ,Embankment,Charing Cross,Charing Cross,Northern
27829,On Train ,Euston,Charing Cross,Charing Cross,Northern
163165,On Train ,Euston,Charing Cross,Charing Cross,Northern
137666,On Train ,Goodge Street,Charing Cross,Charing Cross,Northern
176544,On Train ,Harrow & Wealdstone,Charing Cross,Charing Cross,Bakerloo
137667,On Train ,Kentish Town,Charing Cross,Charing Cross,Northern
61555,On Train ,King's Cross St. Pancras,Charing Cross,Charing Cross,Bakerloo
131641,On Train ,Leicester Square,Charing Cross,Charing Cross,Northern
137665,On Train ,Leicester Square,Charing Cross,Charing Cross,Northern
176543,On Train ,Leicester Square,Charing Cross,Charing Cross,Northern
171426,On Train ,Oxford Circus,Charing Cross,Charing Cross,Bakerloo
103637,On Train ,Paddington,Charing Cross,Charing Cross,Bakerloo
131646,On Train ,Paddington,Charing Cross,Charing Cross,Bakerloo
82379,On Train ,Piccadilly Circus,Charing Cross,Charing Cross,Bakerloo
131642,On Train ,Piccadilly Circus,Charing Cross,Charing Cross,Bakerloo
35566,On Train ,Queen's Park,Charing Cross,Charing Cross,Bakerloo
44242,On Train ,Stockwell,Charing Cross,Charing Cross,Northern
120877,On Train ,Tottenham Court Road,Charing Cross,Charing Cross,Northern
131645,On Train ,Tottenham Court Road,Charing Cross,Charing Cross,Bakerloo
131644,On Train ,Walthamstow Central,Charing Cross,Charing Cross,Northern
61554,On Train ,Warren Street,Charing Cross,Charing Cross,Northern
114921,On Train ,Waterloo,Charing Cross,Charing Cross,Bakerloo
119597,On Train ,Waterloo,Charing Cross,Charing Cross,Bakerloo
156695,On Train ,,Charing Cross,Charing Cross,Bakerloo
170013,On Train ,,Charing Cross,Charing Cross,Bakerloo
61556,On Train ,,Charing Cross,Charing Cross,Bakerloo
92663,On Train ,,Charing Cross,Charing Cross,Bakerloo
2489,Station,,,Charing Cross,Bakerloo
2490,Station,,,Charing Cross,Bakerloo
9994,Station,,,Charing Cross,Bakerloo
13206,Station,,,Charing Cross,Bakerloo
16190,Station,,,Charing Cross,Bakerloo
23991,Station,,,Charing Cross,Bakerloo
31905,Station,,,Charing Cross,Bakerloo
31906,Station,,,Charing Cross,Bakerloo
35567,Station,,,Charing Cross,Bakerloo
44243,On Train ,,,Charing Cross,Bakerloo
44247,Station,,,Charing Cross,Bakerloo
49245,On Train ,,,Charing Cross,Bakerloo
49248,Station,,,Charing Cross,Bakerloo
52150,Station,,,Charing Cross,Bakerloo
53008,Station,,,Charing Cross,Bakerloo
57739,On Train ,,,Charing Cross,Northern
62311,On Train ,,,Charing Cross,Bakerloo
62313,Station,,,Charing Cross,Bakerloo
62310,On Train ,,,Charing Cross,Northern
66507,On Train ,,,Charing Cross,Bakerloo
82382,Station,,,Charing Cross,Bakerloo
88235,On Train ,,,Charing Cross,Bakerloo
88239,Station,,,Charing Cross,Bakerloo
88240,Station,,,Charing Cross,Bakerloo
92664,On Train ,,,Charing Cross,Northern
98321,Station,,,Charing Cross,Bakerloo
103638,Station,,,Charing Cross,Bakerloo
104635,Station,,,Charing Cross,Bakerloo
108547,On Train ,,,Charing Cross,Bakerloo
109584,Station,,,Charing Cross,Bakerloo
109586,Station,,,Charing Cross,Bakerloo
113321,Station,,,Charing Cross,Bakerloo
113795,Station,,,Charing Cross,Bakerloo
120883,Station,,,Charing Cross,Bakerloo
125499,Station,,,Charing Cross,Bakerloo
126652,Station,,,Charing Cross,Bakerloo
126651,Station,,,Charing Cross,Northern
131113,Station,,,Charing Cross,Bakerloo
131647,Station,,,Charing Cross,Bakerloo
132918,Station,,,Charing Cross,Bakerloo
138831,On Train ,,,Charing Cross,Bakerloo
138832,On Train ,,,Charing Cross,Bakerloo
143526,Station,,,Charing Cross,Bakerloo
144093,On Train ,,,Charing Cross,Bakerloo
149957,Station,,,Charing Cross,Bakerloo
151635,Station,,,Charing Cross,Bakerloo
151637,Station,,,Charing Cross,Bakerloo
151638,Station,,,Charing Cross,Bakerloo
156193,Station,,,Charing Cross,Bakerloo
156696,On Train ,,,Charing Cross,Bakerloo
157751,Station,,,Charing Cross,Bakerloo
157745,On Train ,,,Charing Cross,Northern
157746,On Train ,,,Charing Cross,Northern
170015,On Train ,,,Charing Cross,Bakerloo
170016,Station,,,Charing Cross,Bakerloo
170017,Station,,,Charing Cross,Bakerloo
170021,Station,,,Charing Cross,Bakerloo
171429,Station,,,Charing Cross,Bakerloo
171431,Station,,,Charing Cross,Bakerloo
171435,Station,,,Charing Cross,Bakerloo
170014,On Train ,,,Charing Cross,Northern
176545,On Train ,,,Charing Cross,Bakerloo
176547,Station,,,Charing Cross,Bakerloo
177951,Station,,,Charing Cross,Northern
182996,On Train ,,,Charing Cross,Bakerloo
182997,Station,,,Charing Cross,Bakerloo
184291,On Train ,,,Charing Cross,Bakerloo
184293,Station,,,Charing Cross,Bakerloo
144097,On Train ,Harrow-on-the-Hill,Chesham,Chesham,Metropolitan
144098,Station,,,Chesham,Metropolitan
156698,On Train ,,,Chesham,Metropolitan
16461,Station,,,Chigwell,Central
27267,On Train ,,,Chigwell,Central
66420,On Train ,,,Chigwell,Central
171178,Station,,,Chigwell,Central
23464,On Train ,Embankment,Chiswick Park,Chiswick Park,District
62327,On Train ,Turnham Green,Chiswick Park,Chiswick Park,District
20218,On Train ,,Chiswick Park,Chiswick Park,District
27303,On Train ,,,Chiswick Park,District
92668,Station,,,Chiswick Park,District
56826,On Train ,Baker Street,Chorleywood,Chorleywood,Metropolitan
137677,On Train ,Farringdon,Chorleywood,Chorleywood,Metropolitan
83468,On Train ,Moor Park,Chorleywood,Chorleywood,Metropolitan
44965,On Train ,Borough,Clapham Common,Clapham Common,Northern
138846,On Train ,Borough,Clapham Common,Clapham Common,Northern
66509,On Train ,Clapham South,Clapham Common,Clapham Common,Northern
113797,On Train ,Clapham South,Clapham Common,Clapham Common,Northern
113798,On Train ,Clapham South,Clapham Common,Clapham Common,Northern
113801,On Train ,Clapham South,Clapham Common,Clapham Common,Northern
119605,On Train ,Clapham South,Clapham Common,Clapham Common,Northern
119606,On Train ,Clapham South,Clapham Common,Clapham Common,Northern
131654,On Train ,Clapham South,Clapham Common,Clapham Common,Northern
35569,On Train ,Elephant & Castle,Clapham Common,Clapham Common,Northern
125502,Station,Embankment,Clapham Common,Clapham Common,Northern
144102,On Train ,Embankment,Clapham Common,Clapham Common,Northern
176551,On Train ,Embankment,Clapham Common,Clapham Common,Northern
150476,On Train ,Green Park,Clapham Common,Clapham Common,Northern
150475,On Train ,Holland Park,Clapham Common,Clapham Common,Northern
151669,On Train ,Kennington,Clapham Common,Clapham Common,Northern
176550,On Train ,Leicester Square,Clapham Common,Clapham Common,Northern
156700,On Train ,Moorgate,Clapham Common,Clapham Common,Northern
131655,On Train ,Old Street,Clapham Common,Clapham Common,Northern
92669,On Train ,South Wimbledon,Clapham Common,Clapham Common,Northern
44966,On Train ,Stockwell,Clapham Common,Clapham Common,Northern
113799,On Train ,Tooting Broadway,Clapham Common,Clapham Common,Northern
170025,On Train ,Tooting Broadway,Clapham Common,Clapham Common,Northern
170026,On Train ,Tooting Broadway,Clapham Common,Clapham Common,Northern
113800,On Train ,Tottenham Court Road,Clapham Common,Clapham Common,Northern
137678,Station,Tottenham Court Road,Clapham Common,Clapham Common,Northern
144101,On Train ,Tottenham Court Road,Clapham Common,Clapham Common,Northern
183000,On Train ,Tottenham Court Road,Clapham Common,Clapham Common,Northern
13220,Station,Balham,,Clapham Common,Northern
57766,On Train ,Burnt Oak,,Clapham Common,Northern
6987,Station,,,Clapham Common,Northern
7235,Station,,,Clapham Common,Northern
